"ServiceNo","Operator","NextBus.OriginCode","NextBus.DestinationCode","NextBus.EstimatedArrival","NextBus.Latitude","NextBus.Longitude","NextBus.VisitNumber","NextBus.Load","NextBus.Feature","NextBus.Type","NextBus2.OriginCode","NextBus2.DestinationCode","NextBus2.EstimatedArrival","NextBus2.Latitude","NextBus2.Longitude","NextBus2.VisitNumber","NextBus2.Load","NextBus2.Feature","NextBus2.Type","NextBus3.OriginCode","NextBus3.DestinationCode","NextBus3.EstimatedArrival","NextBus3.Latitude","NextBus3.Longitude","NextBus3.VisitNumber","NextBus3.Load","NextBus3.Feature","NextBus3.Type","lat","long","BusStopCode"
"routeInfo",30,SBST,22009,84009,2018-04-14T20:24:00+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:36:00+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:48:00+08:00,0,0,1,SEA,WAB,SD,1.339323347,103.705457,22009
"",30,SBST,22009,84009,2018-04-14T20:19:00+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:27:46+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:39:46+08:00,0,0,1,SEA,WAB,DD,1.341549821,103.7120308,21699
"",30,SBST,22009,84009,2018-04-14T20:19:44+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:28:32+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:40:32+08:00,0,0,1,SEA,WAB,DD,1.342419846,103.7144234,21689
"",30,SBST,22009,84009,2018-04-14T20:21:25+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:30:18+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:42:18+08:00,0,0,1,SEA,WAB,DD,1.342003461,103.7160202,21229
"",30,SBST,22009,84009,2018-04-14T20:22:03+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:31:01+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:43:01+08:00,0,0,1,SEA,WAB,DD,1.340103561,103.7162593,21219
"",30,SBST,22009,84009,2018-04-14T20:23:10+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:32:08+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:44:08+08:00,0,0,1,SEA,WAB,DD,1.337935099,103.7181621,21619
"",30,SBST,22009,84009,2018-04-14T20:24:24+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:33:23+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:45:23+08:00,0,0,1,SEA,WAB,DD,1.337751668,103.7210263,21609
"",30,SBST,22009,84009,2018-04-14T20:25:50+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:34:42+08:00,0,0,1,SEA,WAB,DD,22009,84009,2018-04-14T20:46:42+08:00,0,0,1,SEA,WAB,DD,1.334683562,103.7226849,21599
"",30,SBST,22009,84009,2018-04-14T20:16:25+08:00,1.3345926666666665,103.7226795,1,SEA,WAB,DD,22009,84009,2018-04-14T20:27:11+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:35:47+08:00,0,0,1,SEA,WAB,DD,1.332465687,103.7234581,21589
"",30,SBST,22009,84009,2018-04-14T20:17:35+08:00,1.3345926666666665,103.7226795,1,SEA,WAB,DD,22009,84009,2018-04-14T20:28:21+08:00,1.3398366666666668,103.70754166666667,1,SEA,WAB,DD,22009,84009,2018-04-14T20:36:44+08:00,0,0,1,SEA,WAB,DD,1.330134723,103.7231809,21579
