"ServiceNo","Operator","NextBus.OriginCode","NextBus.DestinationCode","NextBus.EstimatedArrival","NextBus.Latitude","NextBus.Longitude","NextBus.VisitNumber","NextBus.Load","NextBus.Feature","NextBus.Type","NextBus2.OriginCode","NextBus2.DestinationCode","NextBus2.EstimatedArrival","NextBus2.Latitude","NextBus2.Longitude","NextBus2.VisitNumber","NextBus2.Load","NextBus2.Feature","NextBus2.Type","NextBus3.OriginCode","NextBus3.DestinationCode","NextBus3.EstimatedArrival","NextBus3.Latitude","NextBus3.Longitude","NextBus3.VisitNumber","NextBus3.Load","NextBus3.Feature","NextBus3.Type","lat","long","BusStopCode","timestamp"
"routeInfo",133,SBST,03239,54009,2018-04-16T17:55:00+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:04:00+08:00,0,0,1,SEA,WAB,SD,03239,54009,2018-04-16T18:13:00+08:00,0,0,1,SEA,WAB,DD,1.27464227,103.8475672,3239,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:55:24+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T17:58:52+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:07:52+08:00,0,0,1,SEA,WAB,SD,1.273978369,103.8448956,3222,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:57:40+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:00:31+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:09:31+08:00,0,0,1,SEA,WAB,SD,1.277825954,103.8481012,3111,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:58:54+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:01:02+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:10:02+08:00,0,0,1,SEA,WAB,SD,1.279921325,103.8493803,3071,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T18:01:24+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:04:01+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:13:01+08:00,0,0,1,SEA,WAB,SD,1.281626013,103.8530651,3381,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T18:02:15+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:04:25+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:13:25+08:00,0,0,1,SEA,WAB,SD,1.280376603,103.8549801,3391,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:55:28+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:04:24+08:00,1.2737786666666666,103.84484716666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:06:14+08:00,0,0,1,SEA,WAB,DD,1.281947795,103.8589706,3511,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:56:52+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:05:45+08:00,1.2737786666666666,103.84484716666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:07:41+08:00,0,0,1,SEA,WAB,DD,1.285004677,103.8606111,3501,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:58:59+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:08:18+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:09:41+08:00,0,0,1,SEA,WAB,DD,1.289503056,103.8590339,2051,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:59:53+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:09:12+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:10:29+08:00,0,0,1,SEA,WAB,DD,1.289963889,103.8564039,2061,2018-04-16 17:56:02
"",133,SBST,03239,54009,2018-04-16T17:55:56+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:04:02+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:13:17+08:00,1.2737786666666666,103.84484716666667,1,SEA,WAB,SD,1.295337778,103.8511397,4151,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:57:09+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:05:11+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:14:26+08:00,1.2738013333333333,103.84486466666667,1,SEA,WAB,SD,1.297709706,103.8532247,1013,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:00:39+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:08:54+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:17:34+08:00,0,0,1,SEA,WAB,DD,1.301172975,103.856114,1113,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:02:54+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:11:12+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:19:40+08:00,0,0,1,SEA,WAB,DD,1.303938097,103.85868,1121,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:55:20+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:05:07+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:13:25+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,1.305518035,103.860545,1211,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:56:22+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:06:11+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:14:29+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,1.307091646,103.862197,1311,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:58:53+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:08:48+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:17:06+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,1.3095075,103.8635014,7371,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:00:02+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:10:05+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:18:23+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,1.311676361,103.8618948,7361,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:01:33+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:11:44+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,03239,54009,2018-04-16T18:20:02+08:00,1.2797591666666666,103.85763066666667,1,SEA,WAB,DD,1.313518333,103.8605453,7351,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:56:41+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:05:47+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:15:58+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,1.317834213,103.8600404,60101,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:57:43+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:07:03+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:17:14+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,1.320088156,103.8617978,60121,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:59:43+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:09:08+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:19:19+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,1.322587538,103.8638568,60141,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:00:47+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:10:14+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:20:25+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,1.324772897,103.8655673,60161,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:04:26+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:13:53+08:00,1.304932,103.8599375,1,SEA,WAB,DD,03239,54009,2018-04-16T18:24:04+08:00,1.2934981666666667,103.85234266666667,1,SEA,WAB,SD,1.329338889,103.8683861,60201,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:54:42+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:05:12+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:14:39+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.331324716,103.8689179,60261,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:56:21+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:06:52+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:16:19+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.333392798,103.869464,61011,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:57:17+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:07:49+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:17:16+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.336276685,103.8701888,61021,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:58:12+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:08:44+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:18:11+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.338364722,103.8704497,61031,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:59:17+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:10:13+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:19:40+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.34143,103.8704919,61041,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:01:04+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:12:15+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:21:42+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.345098522,103.8707717,62111,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:02:32+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:13:43+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:23:10+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.346827785,103.8715681,62121,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:04:12+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:15:23+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:24:50+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.350204722,103.8712253,66381,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T18:06:33+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:17:44+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,03239,54009,2018-04-16T18:27:11+08:00,1.304932,103.8599375,1,SEA,WAB,DD,1.352585018,103.8682485,66361,2018-04-16 17:56:03
"",133,SBST,03239,54009,2018-04-16T17:55:04+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:08:18+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:19:29+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.354751385,103.8666885,66039,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T17:56:55+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:10:10+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:21:21+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.354274747,103.861422,66099,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T17:59:28+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:12:48+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:23:59+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.357081692,103.8543389,54109,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T18:02:19+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:15:55+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:27:06+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.361187778,103.8510481,54099,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T18:03:07+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:16:45+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:27:56+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.362970011,103.8484912,54089,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T18:04:00+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:17:38+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:28:49+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.363898056,103.8458592,54079,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T18:06:47+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:20:25+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,03239,54009,2018-04-16T18:31:36+08:00,1.3137413333333334,103.860381,1,SDA,WAB,SD,1.365670448,103.8434104,54011,2018-04-16 17:56:04
"",133,SBST,03239,54009,2018-04-16T17:54:25+08:00,1.3691106666666668,103.84620966666667,1,SEA,WAB,DD,03239,54009,2018-04-16T18:09:06+08:00,1.3546645,103.86782833333334,1,SEA,WAB,SD,03239,54009,2018-04-16T18:22:44+08:00,1.3296885,103.86851766666666,1,SDA,WAB,DD,1.369135186,103.8461801,54241,2018-04-16 17:56:04
"",133,SBST,54009,03239,2018-04-16T17:57:00+08:00,0,0,1,SEA,WAB,DD,54009,03239,2018-04-16T18:06:00+08:00,0,0,1,SEA,WAB,SD,54009,03239,2018-04-16T18:15:00+08:00,0,0,1,SEA,WAB,DD,1.369687699,103.8485672,54009,2018-04-16 17:56:04
"ServiceNo","Operator","NextBus.OriginCode","NextBus.DestinationCode","NextBus.EstimatedArrival","NextBus.Latitude","NextBus.Longitude","NextBus.VisitNumber","NextBus.Load","NextBus.Feature","NextBus.Type","NextBus2.OriginCode","NextBus2.DestinationCode","NextBus2.EstimatedArrival","NextBus2.Latitude","NextBus2.Longitude","NextBus2.VisitNumber","NextBus2.Load","NextBus2.Feature","NextBus2.Type","NextBus3.OriginCode","NextBus3.DestinationCode","NextBus3.EstimatedArrival","NextBus3.Latitude","NextBus3.Longitude","NextBus3.VisitNumber","NextBus3.Load","NextBus3.Feature","NextBus3.Type","lat","long","BusStopCode","timestamp"
"routeInfo",133,SBST,03239,54009,2018-04-16T18:04:00+08:00,0,0,1,SEA,WAB,SD,03239,54009,2018-04-16T18:13:00+08:00,0,0,1,SEA,WAB,DD,03239,54009,2018-04-16T18:22:00+08:00,0,0,1,SEA,WAB,DD,1.27464227,103.8475672,3239,2018-04-16 18:04:12
"",133,SBST,03239,54009,2018-04-16T18:02:38+08:00,1.2741015,103.84502316666666,1,SEA,WAB,DD,03239,54009,2018-04-16T18:07:52+08:00,0,0,1,SEA,WAB,SD,03239,54009,2018-04-16T18:16:52+08:00,0,0,1,SEA,WAB,DD,1.273978369,103.8448956,3222,2018-04-16 18:04:12
