"ServiceNo","Operator","NextBus.OriginCode","NextBus.DestinationCode","NextBus.EstimatedArrival","NextBus.Latitude","NextBus.Longitude","NextBus.VisitNumber","NextBus.Load","NextBus.Feature","NextBus.Type","NextBus2.OriginCode","NextBus2.DestinationCode","NextBus2.EstimatedArrival","NextBus2.Latitude","NextBus2.Longitude","NextBus2.VisitNumber","NextBus2.Load","NextBus2.Feature","NextBus2.Type","NextBus3.OriginCode","NextBus3.DestinationCode","NextBus3.EstimatedArrival","NextBus3.Latitude","NextBus3.Longitude","NextBus3.VisitNumber","NextBus3.Load","NextBus3.Feature","NextBus3.Type","lat","long","BusStopCode","timestamp"
"routeInfo",518,GAS,77009,77009,2018-04-16T06:00:00+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:20:00+08:00,0,0,1,SEA,WAB,DD,77009,77009,2018-04-16T06:39:00+08:00,0,0,1,SEA,WAB,SD,1.37370753,103.9495759,77009,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:01:21+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:21:21+08:00,0,0,1,SEA,WAB,DD,77009,77009,2018-04-16T06:40:21+08:00,0,0,1,SEA,WAB,SD,1.376548076,103.9460282,77191,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:02:03+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:22:03+08:00,0,0,1,SEA,WAB,DD,77009,77009,2018-04-16T06:41:03+08:00,0,0,1,SEA,WAB,SD,1.378640012,103.9427635,77201,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:03:02+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:23:02+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.379991696,103.9409454,77211,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:03:38+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:23:38+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.382238342,103.9386443,77251,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:04:19+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:24:19+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.382858117,103.9361588,77261,2018-04-16 05:57:57
"",518,GAS,77009,77009,2018-04-16T06:04:54+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:24:54+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.380589984,103.9349614,77271,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:05:35+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:25:35+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.3788976,103.9359653,77289,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:06:48+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:26:48+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.377418308,103.937932,77239,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:07:14+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:27:14+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.375994395,103.9398611,77249,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:07:58+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:27:58+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.374462782,103.9418058,78049,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:08:34+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:28:34+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.3737108,103.9435108,77019,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:09:14+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:29:14+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.3727496,103.9459778,77029,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:10:33+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:30:33+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.371591187,103.9483486,77039,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:11:37+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:31:37+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.36963557,103.9515831,77049,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:12:50+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:32:50+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.36936139,103.9550634,77059,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:13:54+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:33:54+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.368691685,103.9581584,78069,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:15:06+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:35:06+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.366776068,103.9611374,78059,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:16:15+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:36:15+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.364571667,103.9632836,98099,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:17:48+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:37:48+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.362261,103.963387,98019,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:19:31+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:39:31+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.358366398,103.9594744,76249,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:21:17+08:00,0,0,1,SEA,WAB,SD,77009,77009,2018-04-16T06:41:17+08:00,0,0,1,SEA,WAB,DD,,,,,,,,,,1.356466555,103.9575245,76239,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:22:23+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.35506419,103.9555498,76039,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:24:08+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.3529664,103.9551185,76109,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:25:56+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.350263595,103.9524917,76099,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:27:20+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.349168056,103.9492339,76089,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:28:48+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.347943889,103.945635,76079,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:31:57+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.344711685,103.9402169,75059,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:33:27+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.344997826,103.9367661,75229,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:34:33+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.346752599,103.9325766,75239,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:35:22+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.347914997,103.9301701,75249,2018-04-16 05:57:58
"",518,GAS,77009,77009,2018-04-16T06:36:22+08:00,0,0,1,SEA,WAB,SD,,,,,,,,,,,,,,,,,,,1.349138056,103.9279803,75259,2018-04-16 05:57:58
